localid,direction,volume,price,matchamount,deltapos,matchtime,matchtype
-1,S,1111,436000,484396000,-1111,93100090,T
-3,S,1111,436800,485284800,-2222,93106090,T
-4,S,1111,438000,486618000,-3333,93209090,T
-5,S,1111,441000,489951000,-4444,93312090,T
-6,S,1111,439100,487840100,-5555,93415090,T
-7,S,1111,441200,490173200,-6666,93518090,T
-8,S,1111,440200,489062200,-7777,93621090,T
-9,S,1111,440700,489617700,-8888,93724090,T
-10,S,1111,443300,492506300,-9999,93827090,T
