localid,direction,volume,price,matchamount,deltapos,matchtime,matchtype
-1,S,1111,21600,23997600,-1111,93059090,T
-3,S,1111,21600,23997600,-2222,93105090,T
-4,S,1111,21500,23886500,-3333,93208090,T
-5,S,1111,21500,23886500,-4444,93311090,T
-6,S,1111,21500,23886500,-5555,93414090,T
-7,S,1111,21600,23997600,-6666,93517090,T
-8,S,1111,21600,23997600,-7777,93623090,T
-9,S,1111,21500,23886500,-8888,93726090,T
-10,S,1111,21500,23886500,-9999,93829090,T
