localid,direction,volume,price,matchamount,deltapos,matchtime,matchtype
-1,S,1111,122200,135764200,-1111,93057090,T
-2,S,1111,122400,135986400,-2222,93106090,T
-3,S,1111,122200,135764200,-3333,93209090,T
-4,S,1111,122400,135986400,-4444,93354090,T
-5,S,1111,122400,135986400,-5555,93415090,T
-6,S,1111,122700,136319700,-6666,93518090,T
-7,S,1111,122600,136208600,-7777,93621090,T
-8,S,1111,122700,136319700,-8888,93724090,T
