localid,direction,volume,price,matchamount,deltapos,matchtime,matchtype
-1,S,1111,432100,480063100,-1111,93100090,T
-3,S,1111,432200,480174200,-2222,93106090,T
-4,S,1111,433700,481840700,-3333,93209090,T
-5,S,1111,436100,484507100,-4444,93312090,T
-6,S,1111,437900,486506900,-5555,93415090,T
-7,S,1111,437400,485951400,-6666,93518090,T
-8,S,1111,434100,482285100,-7777,93621090,T
-9,S,1111,438700,487395700,-8888,93724090,T
-10,S,1111,441700,490728700,-9999,93827090,T
