localid,direction,volume,price,matchamount,deltapos,matchtime,matchtype
-1,S,1111,39200,43551200,-1111,93057090,T
-2,S,1111,39100,43440100,-2222,93106090,T
-3,S,1111,39200,43551200,-3333,93209090,T
-4,S,1111,39100,43440100,-4444,93312090,T
-5,S,1111,39300,43662300,-5555,93448090,T
-6,S,1111,39500,43884500,-6666,93518090,T
-7,S,1111,39400,43773400,-7777,93621090,T
