localid,direction,volume,price,matchamount,deltapos,matchtime,matchtype
-1,S,1111,154900,172093900,-1111,93057090,T
-2,S,1111,154400,171538400,-2222,93106090,T
-3,S,1111,154800,171982800,-3333,93209090,T
-4,S,1111,154400,171538400,-4444,93312090,T
-5,S,1111,154800,171982800,-5555,93415090,T
-6,S,1111,154700,171871700,-6666,93518090,T
-7,S,1111,154500,171649500,-7777,93621090,T
-8,S,1111,154700,171871700,-8888,93724090,T
-9,S,1111,154800,171982800,-9999,93827090,T
