localid,direction,volume,price,matchamount,deltapos,matchtime,matchtype
-1,S,1111,42900,47661900,-1111,93057090,T
-2,S,1111,43100,47884100,-2222,93106090,T
-3,S,1111,43000,47773000,-3333,93209090,T
-4,S,1111,43200,47995200,-4444,93312090,T
-5,S,1111,43500,48328500,-5555,93415090,T
-6,S,1111,43600,48439600,-6666,93518090,T
-7,S,1111,43600,48439600,-7777,93721090,T
-9,S,1111,43600,48439600,-8888,93727090,T
-10,S,1111,43800,48661800,-9999,93912090,T
