localid,direction,volume,price,matchamount,deltapos,matchtime,matchtype
-1,S,1111,71900,79880900,-1111,93059090,T
-3,S,1111,72000,79992000,-2222,93105090,T
-4,S,1111,72100,80103100,-3333,93208090,T
-5,S,1111,72000,79992000,-4444,93311090,T
-6,S,1111,72300,80325300,-5555,93414090,T
-7,S,1111,72500,80547500,-6666,93517090,T
-8,S,1111,73000,81103000,-7777,93623090,T
-9,S,1111,72400,80436400,-8888,93726090,T
-10,S,1111,72100,80103100,-9999,93829090,T
