localid,direction,volume,price,matchamount,deltapos,matchtime,matchtype
-1,S,1111,101800,113099800,-1111,93057090,T
-2,S,1111,101700,112988700,-2222,93106090,T
-3,S,1111,101900,113210900,-3333,93209090,T
-4,S,1111,101700,112988700,-4444,93312090,T
-5,S,1111,101700,112988700,-5555,93415090,T
-6,S,1111,101900,113210900,-6666,93518090,T
-7,S,1111,101800,113099800,-7777,93621090,T
-8,S,1111,101900,113210900,-8888,93757090,T
-9,S,1111,101900,113210900,-9999,93827090,T
