localid,direction,volume,price,matchamount,deltapos,matchtime,matchtype
-1,S,1111,2342500,2602517500,-1111,93058090,T
-3,S,1111,2345300,2605628300,-2222,93104090,T
-4,S,1111,2351700,2612738700,-3333,93207090,T
-5,S,1111,2352100,2613183100,-4444,93313090,T
-6,S,1111,2344700,2604961700,-5555,93416090,T
-7,S,1111,2350000,2610850000,-6666,93519090,T
-8,S,1111,2352000,2613072000,-7777,93622090,T
-9,S,1111,2357500,2619182500,-8888,93725090,T
-10,S,1111,2360100,2622071100,-9999,93828090,T
