localid,direction,volume,price,matchamount,deltapos,matchtime,matchtype
-1,S,1111,446700,496283700,-1111,93057090,T
-2,S,1111,448200,497950200,-2222,93106090,T
-3,S,1111,449400,499283400,-3333,93209090,T
-4,S,1111,450100,500061100,-4444,93312090,T
-5,S,1111,452500,502727500,-5555,93415090,T
-6,S,1111,453700,504060700,-6666,93518090,T
-7,S,1111,453500,503838500,-7777,93621090,T
-8,S,1111,453700,504060700,-8888,93724090,T
-9,S,1111,451400,501505400,-9999,93827090,T
