localid,direction,volume,price,matchamount,deltapos,matchtime,matchtype
-1,S,1111,171100,190092100,-1111,93057090,T
-2,S,1111,171200,190203200,-2222,93106090,T
-3,S,1111,171600,190647600,-3333,93209090,T
-4,S,1111,171300,190314300,-4444,93312090,T
-5,S,1111,171400,190425400,-5555,93415090,T
-6,S,1111,171700,190758700,-6666,93518090,T
-7,S,1111,171700,190758700,-7777,93621090,T
-8,S,1111,172000,191092000,-8888,93724090,T
-9,S,1111,171900,190980900,-9999,93827090,T
