localid,direction,volume,price,matchamount,deltapos,matchtime,matchtype
-1,S,1111,257000,285527000,-1111,93100090,T
-3,S,1111,254600,282860600,-2222,93106090,T
-4,S,1111,254500,282749500,-3333,93257090,T
-5,S,1111,253800,281971800,-4444,93312090,T
-6,S,1111,252200,280194200,-5555,93415090,T
-7,S,1111,254900,283193900,-6666,93518090,T
-8,S,1111,255200,283527200,-7777,93621090,T
