localid,direction,volume,price,matchamount,deltapos,matchtime,matchtype
-1,S,1111,207900,230976900,-1111,93057090,T
-2,S,1111,207800,230865800,-2222,93106090,T
-3,S,1111,209200,232421200,-3333,93209090,T
-4,S,1111,209400,232643400,-4444,93312090,T
-5,S,1111,209200,232421200,-5555,93415090,T
-6,S,1111,209800,233087800,-6666,93518090,T
-7,S,1111,210000,233310000,-7777,93621090,T
-8,S,1111,210100,233421100,-8888,93724090,T
-9,S,1111,209800,233087800,-9999,93827090,T
