localid,direction,volume,price,matchamount,deltapos,matchtime,matchtype
-1,S,1111,147200,163539200,-1111,93058090,T
-3,S,1111,147200,163539200,-2222,93104090,T
-4,S,1111,148200,164650200,-3333,93207090,T
-5,S,1111,147800,164205800,-4444,93313090,T
-6,S,1111,147400,163761400,-5555,93416090,T
-7,S,1111,147500,163872500,-6666,93519090,T
-8,S,1111,147200,163539200,-7777,93622090,T
-9,S,1111,147400,163761400,-8888,93725090,T
-10,S,1111,147500,163872500,-9999,93828090,T
