localid,direction,volume,price,matchamount,deltapos,matchtime,matchtype
-1,S,1111,316000,351076000,-1111,93057090,T
-2,S,1111,315400,350409400,-2222,93106090,T
-3,S,1111,317400,352631400,-3333,93209090,T
-4,S,1111,316700,351853700,-4444,93312090,T
-5,S,1111,316100,351187100,-5555,93415090,T
-6,S,1111,315700,350742700,-6666,93518090,T
-7,S,1111,317700,352964700,-7777,93621090,T
-8,S,1111,318700,354075700,-8888,93724090,T
-9,S,1111,319800,355297800,-9999,93827090,T
