date,sym,side,start-time,end-time,volume
2023/9/4,601028.SH,BUY,z 09:30:00,z 09:40:00,37500
2023/9/4,601061.SH,BUY,z 09:30:00,z 09:40:00,9100
2023/9/4,601098.SH,BUY,z 09:30:00,z 09:40:00,12900
2023/9/4,601101.SH,SELL,z 09:30:00,z 09:39:30,130900
2023/9/4,601113.SH,BUY,z 09:30:00,z 10:10:00,291400
2023/9/4,601137.SH,SELL,z 09:30:00,z 09:39:30,91500
2023/9/4,601163.SH,BUY,z 09:30:00,z 09:40:00,32900
2023/9/4,601222.SH,SELL,z 09:30:00,z 09:39:30,64700
2023/9/4,601318.SH,SELL,z 09:30:00,z 09:39:30,50100
2023/9/4,601319.SH,SELL,z 09:30:00,z 09:39:30,355400
2023/9/4,601336.SH,SELL,z 09:30:00,z 09:39:30,66200
2023/9/4,601390.SH,BUY,z 09:30:00,z 09:40:00,164800
2023/9/4,601456.SH,BUY,z 09:30:00,z 09:40:00,261300
2023/9/4,601555.SH,BUY,z 09:30:00,z 09:40:00,531500
2023/9/4,601577.SH,BUY,z 09:30:00,z 09:40:00,52000
2023/9/4,601688.SH,BUY,z 09:30:00,z 09:40:00,178100
2023/9/4,601728.SH,BUY,z 09:30:00,z 09:40:00,458600
2023/9/4,601766.SH,BUY,z 09:30:00,z 09:40:00,257600
2023/9/4,601869.SH,BUY,z 09:30:00,z 09:40:00,28900
2023/9/4,601881.SH,SELL,z 09:30:00,z 09:39:30,55100
2023/9/4,601916.SH,SELL,z 09:30:00,z 09:39:30,113200
2023/9/4,601921.SH,BUY,z 09:30:00,z 09:40:00,76900
2023/9/4,601968.SH,BUY,z 09:30:00,z 09:40:00,20000
2023/9/4,603073.SH,SELL,z 09:30:00,z 09:39:30,1600
2023/9/4,603093.SH,BUY,z 09:30:00,z 09:40:00,126200
2023/9/4,603153.SH,SELL,z 09:30:00,z 09:39:30,7200
2023/9/4,603259.SH,BUY,z 09:30:00,z 09:40:00,25100
2023/9/4,603279.SH,SELL,z 09:30:00,z 09:39:30,40600
2023/9/4,603315.SH,SELL,z 09:30:00,z 09:39:30,78500
2023/9/4,603533.SH,SELL,z 09:30:00,z 09:39:30,26300
2023/9/4,603613.SH,SELL,z 09:30:00,z 09:39:30,9300
2023/9/4,603619.SH,BUY,z 09:30:00,z 09:40:00,71100
2023/9/4,603636.SH,BUY,z 09:30:00,z 09:40:00,31200
2023/9/4,603650.SH,SELL,z 09:30:00,z 09:39:30,8600
2023/9/4,603660.SH,BUY,z 09:30:00,z 09:40:00,169200
2023/9/4,603693.SH,SELL,z 09:30:00,z 10:09:30,124800
2023/9/4,603729.SH,BUY,z 09:30:00,z 09:40:00,3700
2023/9/4,603868.SH,BUY,z 09:30:00,z 09:40:00,7100
2023/9/4,603878.SH,BUY,z 09:30:00,z 09:40:00,17300
2023/9/4,603916.SH,BUY,z 09:30:00,z 09:50:00,92400
2023/9/4,603918.SH,SELL,z 09:30:00,z 09:39:30,12400
2023/9/4,603920.SH,BUY,z 09:30:00,z 09:40:00,27700
2023/9/4,603927.SH,SELL,z 09:30:00,z 09:39:30,7800
2023/9/4,603939.SH,SELL,z 09:30:00,z 09:39:30,12600
2023/9/4,605009.SH,BUY,z 09:30:00,z 09:40:00,4700
2023/9/4,605086.SH,BUY,z 09:30:00,z 09:50:00,38200
2023/9/4,605319.SH,SELL,z 09:30:00,z 09:39:30,45100
2023/9/4,688002.SH,BUY,z 09:30:00,z 09:40:00,11600
2023/9/4,688006.SH,SELL,z 09:30:00,z 09:39:30,43600
2023/9/4,688019.SH,SELL,z 09:30:00,z 09:39:30,2200
2023/9/4,688021.SH,SELL,z 09:30:00,z 09:39:30,4302
2023/9/4,688036.SH,BUY,z 09:30:00,z 09:40:00,4100
2023/9/4,688088.SH,SELL,z 09:30:00,z 09:39:30,17000
2023/9/4,688093.SH,BUY,z 09:30:00,z 09:50:00,29700
2023/9/4,688106.SH,SELL,z 09:30:00,z 09:39:30,38700
2023/9/4,688139.SH,SELL,z 09:30:00,z 09:39:30,20465
2023/9/4,688147.SH,BUY,z 09:30:00,z 09:40:00,900
2023/9/4,688148.SH,SELL,z 09:30:00,z 09:39:30,34200
2023/9/4,688150.SH,SELL,z 09:30:00,z 09:39:30,20400
2023/9/4,688152.SH,SELL,z 09:30:00,z 09:39:30,4800
2023/9/4,688163.SH,BUY,z 09:30:00,z 10:10:00,37600
2023/9/4,688191.SH,BUY,z 09:30:00,z 09:40:00,7500
2023/9/4,688203.SH,BUY,z 09:30:00,z 09:40:00,24700
2023/9/4,688206.SH,SELL,z 09:30:00,z 09:39:30,5100
2023/9/4,688207.SH,SELL,z 09:30:00,z 09:39:30,4900
2023/9/4,688223.SH,BUY,z 09:30:00,z 09:40:00,32300
2023/9/4,688239.SH,BUY,z 09:30:00,z 09:40:00,8600
2023/9/4,688253.SH,SELL,z 09:30:00,z 09:39:30,18800
2023/9/4,688311.SH,SELL,z 09:30:00,z 09:39:30,42000
2023/9/4,688390.SH,SELL,z 09:30:00,z 09:39:30,6900
2023/9/4,688432.SH,SELL,z 09:30:00,z 09:39:30,500
2023/9/4,688479.SH,SELL,z 09:30:00,z 09:39:30,6800
2023/9/4,688488.SH,BUY,z 09:30:00,z 09:40:00,3500
2023/9/4,688501.SH,SELL,z 09:30:00,z 09:39:30,5200
2023/9/4,688557.SH,SELL,z 09:30:00,z 09:39:30,21104
2023/9/4,688590.SH,BUY,z 09:30:00,z 09:40:00,15600
2023/9/4,688599.SH,BUY,z 09:30:00,z 09:40:00,22200
2023/9/4,688608.SH,BUY,z 09:30:00,z 09:40:00,7600
2023/9/4,688625.SH,BUY,z 09:30:00,z 09:40:00,1900
2023/9/4,688626.SH,SELL,z 09:30:00,z 09:39:30,1000
2023/9/4,688677.SH,SELL,z 09:30:00,z 09:39:30,27500
2023/9/4,688685.SH,BUY,z 09:30:00,z 09:40:00,10700
2023/9/4,688698.SH,SELL,z 09:30:00,z 09:39:30,4300
2023/9/4,688737.SH,BUY,z 09:30:00,z 09:40:00,3800
2023/9/4,688772.SH,BUY,z 09:30:00,z 09:40:00,15500
2023/9/4,688777.SH,SELL,z 09:30:00,z 09:39:30,1600
