localid,direction,volume,price,matchamount,deltapos,matchtime,matchtype
-1,S,1111,139700,155206700,-1111,93058090,T
-3,S,1111,139700,155206700,-2222,93104090,T
-4,S,1111,139600,155095600,-3333,93207090,T
-5,S,1111,139700,155206700,-4444,93313090,T
-6,S,1111,139700,155206700,-5555,93416090,T
-7,S,1111,140000,155540000,-6666,93519090,T
-8,S,1111,140100,155651100,-7777,93622090,T
-9,S,1111,140200,155762200,-8888,93725090,T
-10,S,1111,140100,155651100,-9999,93828090,T
