localid,direction,volume,price,matchamount,deltapos,matchtime,matchtype
-1,S,344,32100,11042400,-344,93059090,T
-3,S,344,32100,11042400,-688,93102090,T
-4,S,344,32000,11008000,-1032,93205090,T
-5,S,344,31900,10973600,-1376,93305090,T
-6,S,344,31900,10973600,-1720,93405090,T
-7,S,344,31900,10973600,-2064,93508090,T
-8,S,344,31900,10973600,-2408,93608090,T
-9,S,344,32000,11008000,-2752,93708090,T
