localid,direction,volume,price,matchamount,deltapos,matchtime,matchtype
-1,S,1111,127900,142096900,-1111,93058090,T
-3,S,1111,127900,142096900,-2222,93104090,T
-4,S,1111,127600,141763600,-3333,93207090,T
-5,S,1111,128200,142430200,-4444,93313090,T
-6,S,1111,128000,142208000,-5555,93416090,T
-7,S,1111,128000,142208000,-6666,93519090,T
-8,S,1111,127800,141985800,-7777,93622090,T
-9,S,1111,127900,142096900,-8888,93725090,T
-10,S,1111,127900,142096900,-9999,93828090,T
