localid,direction,volume,price,matchamount,deltapos,matchtime,matchtype
-1,S,1111,146500,162761500,-1111,93057090,T
-2,S,1111,146600,162872600,-2222,93106090,T
-3,S,1111,146600,162872600,-3333,93209090,T
-4,S,1111,146200,162428200,-4444,93312090,T
-5,S,1111,146400,162650400,-5555,93415090,T
-6,S,1111,146700,162983700,-6666,93518090,T
-7,S,1111,147200,163539200,-7777,93621090,T
-8,S,1111,147500,163872500,-8888,93724090,T
-9,S,1111,147900,164316900,-9999,93827090,T
