localid,direction,volume,price,matchamount,deltapos,matchtime,matchtype
-1,S,1111,18800,20886800,-1111,93059090,T
-3,S,1111,18800,20886800,-2222,93105090,T
-4,S,1111,18800,20886800,-3333,93208090,T
-5,S,1111,18900,20997900,-4444,93311090,T
-6,S,1111,19100,21220100,-5555,93414090,T
-7,S,1111,19100,21220100,-6666,93517090,T
-8,S,1111,19200,21331200,-7777,93623090,T
-9,S,1111,19300,21442300,-8888,93726090,T
-10,S,1111,19400,21553400,-9999,93829090,T
