time,exchange,ask1,bid1,deltapos,price,volume,direction,ordlocalid
93059000,0,499800,499000,0,499700,1111,2,-1
93105000,0,500000,499800,-1111,499600,1111,2,-3
93208000,0,503100,502900,-2222,503000,1111,2,-4
93311000,0,503100,502800,-3333,502900,1111,2,-5
93414000,0,502400,502100,-4444,502500,1111,2,-6
93517000,0,502900,502400,-5555,503200,1111,2,-7
93623000,0,502400,502000,-6666,502700,1111,2,-8
93726000,0,503200,502200,-7777,503700,1111,2,-9
93829000,0,504400,503000,-8888,504000,1111,2,-10
