localid,direction,volume,price,matchamount,deltapos,matchtime,matchtype
-1,S,1111,499700,555166700,-1111,93059090,T
-3,S,1111,499800,555277800,-2222,93105090,T
-4,S,1111,502900,558721900,-3333,93208090,T
-5,S,1111,502800,558610800,-4444,93311090,T
-6,S,1111,502100,557833100,-5555,93414090,T
-7,S,1111,502800,558610800,-6666,93517090,T
-8,S,1111,502000,557722000,-7777,93623090,T
-9,S,1111,502200,557944200,-8888,93726090,T
-10,S,1111,503000,558833000,-9999,93829090,T
