localid,direction,volume,price,matchamount,deltapos,matchtime,matchtype
-1,S,1111,79700,88546700,-1111,93057090,T
-2,S,1111,79900,88768900,-2222,93106090,T
-3,S,1111,79800,88657800,-3333,93209090,T
-4,S,1111,80000,88880000,-4444,93312090,T
-5,S,1111,80000,88880000,-5555,93415090,T
-6,S,1111,80000,88880000,-6666,93518090,T
-7,S,1111,79900,88768900,-7777,93621090,T
-8,S,1111,79900,88768900,-8888,93724090,T
-9,S,1111,79900,88768900,-9999,93827090,T
