localid,direction,volume,price,matchamount,deltapos,matchtime,matchtype
-1,S,1111,326000,362186000,-1111,93059090,T
-3,S,1111,325800,361963800,-2222,93105090,T
-4,S,1111,326000,362186000,-3333,93208090,T
-5,S,1111,325500,361630500,-4444,93311090,T
-6,S,1111,326000,362186000,-5555,93414090,T
-7,S,1111,326500,362741500,-6666,93517090,T
-8,S,1111,326400,362630400,-7777,93623090,T
-9,S,1111,326100,362297100,-8888,93726090,T
-10,S,1111,325300,361408300,-9999,93829090,T
