time,askprice_0,bidprice_0,cache_len,vwap,cache_size
100018000,261800,261600,30, 261754.45069643023,30
100021000,261800,261700,30, 261718.9090909091,30
100024000,261800,261700,30, 261706.27615062764,30
100027000,261800,261700,30, 261703.0303030303,30
100030000,261700,261600,30, 261702.80000000002,30
100033000,261700,261600,30, 261701.21951219515,30
100036000,261700,261600,30, 261701.36986301368,30
100039000,261700,261600,30, 261698.05825242717,30
100042000,261700,261600,30, 261700.00000000003,30
100045000,261700,261600,30, 261699.0147783251,30
100048000,261700,261600,30, 261698.0487804878,30
100051000,261700,261600,30, 261692.45283018867,30
100054000,261700,261600,30, 261692.2374429224,30
100057000,261900,261700,30, 261693.9393939394,30
100100000,261900,261800,30, 261697.48953974896,30
100103000,261900,261800,30, 261695.74468085106,30
100106000,261800,261700,30, 261706.7375886525,30
100109000,261800,261700,30, 261707.0671378092,30
100112000,261800,261700,30, 261706.7375886525,30
100115000,261900,261800,30, 261706.7375886525,30
100118000,262100,261900,30, 261714.3622184289,30
100121000,262100,262000,30, 261717.44867532645,30
100124000,262100,262000,30, 261722.51255251563,30
100127000,262100,262000,30, 261724.04305808715,30
100130000,262100,262000,30, 261779.17011467076,30
100133000,262100,262000,30, 261792.96826125035,30
100136000,262100,262000,30, 261811.70988479958,30
100139000,262100,262000,30, 261821.08760566934,30
100142000,262100,262000,30, 261830.60658439522,30
100145000,262100,262000,30, 261836.95974890786,30
100148000,262100,262000,30, 261838.65631759766,30
100151000,262100,262000,30, 261839.24692251993,30
100154000,262100,262000,30, 261857.91922430307,30
100157000,262100,262000,30, 261876.673394571,30
100200000,262200,262100,30, 261884.1334027305,30
100203000,262300,262100,30, 261891.5431833288,30
100206000,262300,262100,30, 261918.8672335924,30
100209000,262300,262200,30, 261920.90165601985,30
100212000,262300,262100,30, 261945.08441288664,30
100215000,262300,262200,30, 261949.0465177996,30
100218000,262300,262200,30, 261981.01709938326,30
100221000,262200,262100,30, 262000.57809733713,30
100224000,262200,262100,30, 262020.67428863645,30
100227000,262200,262100,30, 262029.08872811787,30
100230000,262200,262100,30, 262042.90516297164,30
100233000,262200,262100,30, 262124.95798633157,30
100236000,262300,262200,30, 262133.30055834533,30
100239000,262400,262300,30, 262164.0646604822,30
100242000,262400,262300,30, 262172.4991870325,30
100245000,262400,262300,30, 262194.24083769636,30
100248000,262500,262300,30, 262208.14814814815,30
100251000,262500,262400,30, 262214.46078431373,30
100254000,262500,262400,30, 262245.5114822547,30
100257000,262100,262000,30, 262249.5256166983,30
100300000,262100,261800,30, 262241.3919413919,30
100303000,262100,262000,30, 262243.7616387337,30
100306000,262100,262000,30, 262248.85931558936,30
100309000,262100,262000,30, 262253.3980582524,30
100312000,262100,262000,30, 262253.10077519383,30
100315000,262100,262000,30, 262253.5922330097,30
100318000,262100,262000,30, 262253.5922330097,30
100321000,262100,262000,30, 262261.2121212121,30
100324000,262100,262000,30, 262259.797979798,30
100327000,262100,262000,30, 262260.48879837064,30
100330000,262100,262000,30, 262260.57494866534,30
100333000,262100,262000,30, 262259.0814196242,30
100336000,262100,262000,30, 262258.0041580041,30
100339000,262100,262000,30, 262258.4051724138,30
100342000,262100,262000,30, 262257.296137339,30
100345000,262100,262000,30, 262257.1111111111,30
100348000,262100,262000,30, 262257.7625570776,30
100351000,262500,262200,30, 262258.8477366255,30
100354000,262500,262200,30, 262260.0806451613,30
100357000,262500,262200,30, 262264.22764227644,30
100400000,262500,262300,30, 262271.8181818182,30
100403000,262500,262400,30, 262273.22274881514,30
100406000,262500,262400,30, 262286.1736334405,30
100409000,262500,262400,30, 262283.88157894736,30
100412000,262500,262400,30, 262282.7242524917,30
100415000,262500,262400,30, 262271.0144927536,30
100418000,262500,262400,30, 262275.87412587414,30
100421000,262500,262400,30, 262235.26785714284,30
100424000,262300,262200,30, 262244.24242424243,30
100427000,262400,262300,30, 262276.3888888889,30
100430000,262500,262400,30, 262289.156626506,30
100433000,262400,262200,30, 262291.8604651163,30
100436000,262400,262300,30, 262291.8604651163,30
100439000,262400,262300,30, 262292.98245614034,30
100442000,262400,262300,30, 262293.023255814,30
100445000,262500,262400,30, 262307.5268817204,30
100448000,262500,262400,30, 262314.6596858639,30
100451000,262500,262400,30, 262329.4736842105,30
100454000,262500,262400,30, 262336.9791666667,30
100457000,262500,262400,30, 262340.625,30
100500000,262600,262400,30, 262354.67980295565,30
100503000,262600,262400,30, 262362.01923076925,30
100506000,262700,262500,30, 262371.9047619048,30
100509000,262700,262500,30, 262391.15044247784,30
100512000,262700,262600,30, 262396.01769911504,30
100515000,262800,262600,30, 262407.7922077922,30
100518000,262800,262600,30, 262458.3815028902,30
100521000,262900,262800,30, 262553.023255814,30
100524000,262900,262800,30, 262571.4932126697,30
100527000,262900,262800,30, 262618.6770428016,30
100530000,263000,262900,30, 262686.5853658537,30
100533000,263000,262900,30, 262698.224852071,30
100536000,263000,262900,30, 262761.3953488372,30
100539000,263000,262900,30, 262803.20150659134,30
100542000,262900,262800,30, 262808.36363636365,30
100545000,263000,262800,30, 262861.46272855136,30
100548000,263000,262800,30, 262867.6348547718,30
100551000,263000,262900,30, 262893.23671497585,30
100554000,263000,262900,30, 262896.6081871345,30
100557000,263100,263000,30, 262914.9425287356,30
100600000,263100,263000,30, 262922.65005662513,30
100603000,263100,263000,30, 262929.7826086956,30
100606000,263000,262800,30, 262939.0595009597,30
100609000,262700,262600,30, 262930.4151624549,30
100612000,262700,262600,30, 262933.3333333333,30
100615000,262700,262600,30, 262935.6756756757,30
100618000,262700,262600,30, 262936.4292155095,30
100621000,262800,262700,30, 262936.0215053763,30
100624000,262800,262700,30, 262935.83556747093,30
100627000,262700,262600,30, 262934.23110338836,30
100630000,262700,262600,30, 262937.7077865267,30
100633000,262700,262600,30, 262939.1036906854,30
100636000,262700,262600,30, 262944.0888888889,30
100639000,262700,262600,30, 262944.6126447017,30
100642000,262700,262600,30, 262944.5235975067,30
100645000,262600,262500,30, 262934.08110440033,30
100648000,262500,262400,30, 262931.3551815766,30
100651000,262500,262400,30, 262929.5900178253,30
100654000,262600,262400,30, 262926.873857404,30
100657000,262600,262400,30, 262926.4907135875,30
100700000,262600,262400,30, 262919.49563530553,30
100703000,262600,262400,30, 262911.914893617,30
100706000,262600,262500,30, 262903.8140643623,30
100709000,262600,262500,30, 262901.33657351154,30
100712000,262700,262600,30, 262874.57886676874,30
100715000,262700,262600,30, 262874.17322834645,30
100718000,262800,262700,30, 262844.10646387836,30
100721000,262800,262600,30, 262832.9411764706,30
100724000,262800,262700,30, 262818.56540084386,30
100727000,263000,262900,30, 262812.7236580517,30
100730000,263000,262900,30, 262802.2222222222,30
100733000,263100,263000,30, 262810.9195402299,30
100736000,263100,263000,30, 262822.66949152545,30
100739000,263200,263000,30, 262830.8189655172,30
100742000,263200,263000,30, 262834.75479744136,30
100745000,263200,263000,30, 262880.71833648393,30
100748000,263200,263100,30, 262886.1538461538,30
100751000,263100,263000,30, 262894.7368421053,30
100754000,263100,263000,30, 262905.74948665296,30
100757000,263100,263000,30, 262905.74948665296,30
100800000,263000,262900,30, 262908.0808080808,30
100803000,263100,263000,30, 262911.7886178862,30
100806000,263100,263000,30, 262914.57085828343,30
100809000,263100,263000,30, 262918.1818181818,30
100812000,263100,263000,30, 262946.7230443975,30
100815000,263100,263000,30, 262971.86813186813,30
100818000,263100,263000,30, 262977.38359201775,30
100821000,263100,263000,30, 262986.9369369369,30
100824000,263000,262800,30, 262985.44698544696,30
100827000,263000,262800,30, 262999.1507430998,30
100830000,263000,262800,30, 262997.90794979077,30
100833000,262900,262800,30, 262998.74213836476,30
100836000,262900,262800,30, 263000.20876826724,30
100839000,262900,262800,30, 263007.00636942673,30
100842000,262900,262800,30, 263009.63597430405,30
100845000,262900,262800,30, 263011.46496815287,30
100848000,262900,262800,30, 263018.22125813446,30
100851000,262900,262800,30, 263018.4381778742,30
100854000,262900,262800,30, 263032.6968973747,30
100857000,262900,262800,30, 263034.52685421996,30
100900000,262800,262700,30, 263037.0656370656,30
100903000,262800,262700,30, 263023.8095238095,30
100906000,262800,262700,30, 263011.7886178862,30
100909000,262800,262700,30, 263001.6260162602,30
100912000,262800,262700,30, 262911.0,30
100915000,262900,262700,30, 262894.5701357466,30
100918000,263000,262800,30, 262876.4150943396,30
100921000,263000,262800,30, 262879.2792792793,30
100924000,262900,262800,30, 262879.37219730945,30
100927000,262900,262800,30, 262873.023255814,30
100930000,262800,262700,30, 262868.83720930235,30
100933000,262800,262700,30, 262860.1941747573,30
100936000,262800,262700,30, 262856.7307692308,30
100939000,262800,262700,30, 262839.4871794872,30
100942000,262800,262700,30, 262831.052631579,30
100945000,262700,262600,30, 262821.2560386473,30
100948000,262700,262600,30, 262818.75,30
100951000,262700,262600,30, 262782.12290502794,30
100954000,262700,262600,30, 262772.77777777775,30
100957000,262700,262600,30, 262766.4772727273,30
101000000,262700,262600,30, 262764.64088397793,30
101003000,262700,262600,30, 262761.23595505615,30
101006000,262700,262600,30, 262755.89743589744,30
101009000,262800,262700,30, 262742.7450980392,30
101012000,262800,262700,30, 262752.1604938272,30
101015000,262900,262800,30, 262757.01492537314,30
101018000,262900,262800,30, 262756.5868263473,30
101021000,262900,262800,30, 262756.7975830816,30
101027000,262900,262800,29, 262756.91823899373,29
101030000,263000,262900,29, 262762.425698748,29
101033000,263000,262900,29, 262766.31971215626,29
101036000,263100,263000,29, 262810.4299988773,29
101039000,263100,263000,29, 262844.95588391623,29
101042000,263200,263000,29, 262862.99828546937,29
101045000,263200,263100,29, 262867.8297504591,29
101048000,263200,263100,29, 262870.4007884363,29
101051000,263200,263100,29, 262880.1416939833,29
101054000,263300,263200,29, 262893.6504318314,29
101057000,263300,263200,29, 262898.7191471086,29
101100000,263300,263200,29, 262901.7375824286,29
101103000,263300,263200,29, 262905.2610411482,29
101106000,263400,263300,29, 262939.06893422984,29
101109000,263400,263300,29, 262952.04965554876,29
101112000,263500,263400,29, 262973.5149713021,29
101115000,263400,263300,29, 263039.28338890756,29
101118000,263500,263300,29, 263065.0590495027,29
101121000,263500,263300,29, 263077.77969779004,29
101124000,263500,263300,29, 263081.12701079505,29
101127000,263500,263400,29, 263084.8429304058,29
101130000,263400,263300,29, 263091.78000500164,29
101133000,263400,263300,29, 263106.3796137042,29
101136000,263400,263300,29, 263164.24318880995,29
101139000,263200,263100,29, 263268.68784763187,29
101142000,263100,262900,29, 263262.6258525495,29
101145000,263000,262800,29, 263261.6262597644,29
101148000,263100,263000,29, 263262.460964432,29
101151000,263100,262900,29, 263263.2720931176,29
101154000,263100,263000,30, 263260.83028867387,30
101157000,263000,262900,30, 263261.26126126124,30
101200000,263100,263000,30, 263261.23876123875,30
101203000,263100,263000,30, 263271.08307045215,30
101206000,263100,263000,30, 263277.89934354485,30
101209000,263300,263100,30, 263268.8391038696,30
101212000,263400,263200,30, 263271.3426853707,30
101215000,263400,263300,30, 263272.21664994984,30
101218000,263400,263100,30, 263249.44680851063,30
101221000,263400,263100,30, 263250.50583322573,30
101224000,263400,263100,30, 263250.42118450045,30
101227000,263400,263100,30, 263250.55125599896,30
101230000,263500,263400,30, 263252.0039435895,30
101233000,263500,263400,30, 263249.68046189786,30
101236000,263500,263400,30, 263247.8525969113,30
101239000,263400,263300,30, 263252.1904268635,30
101242000,263300,263100,30, 263240.2169527993,30
101245000,263300,263100,30, 263234.95819818176,30
101248000,263300,263100,30, 263233.22186082735,30
101251000,263300,263100,30, 263233.1324482305,30
101254000,263200,263100,30, 263203.0978009876,30
101257000,263100,263000,30, 263198.3664351286,30
101300000,263000,262900,30, 263194.86347474885,30
101303000,263000,262900,30, 263198.6320192983,30
101306000,263100,262900,30, 263147.64976958523,30
101309000,263100,263000,30, 263152.16972034716,30
101312000,263100,263000,30, 263152.80464216636,30
101315000,263100,262900,30, 263150.6704980843,30
101318000,263100,263000,30, 263150.9578544061,30
101321000,263100,263000,30, 263152.2243713733,30
101324000,263100,263000,30, 263152.95256534364,30
101330000,263100,263000,29, 263152.46853823814,29
101333000,263300,263100,29, 263150.32317636197,29
101336000,263300,263200,29, 263152.74177467596,29
101339000,263200,263100,29, 263148.37728194724,29
101342000,263200,263100,29, 263147.1602434077,29
101345000,263200,263100,29, 263153.0226700252,29
101348000,263200,263100,29, 263152.0202020202,29
101351000,263200,263100,29, 263151.8193224592,29
101354000,263200,263100,29, 263151.19496855343,29
101357000,263200,263100,29, 263146.84343434346,29
101400000,263100,263000,29, 263145.085995086,29
101403000,263200,263000,29, 263144.53883495147,29
101406000,263100,263000,29, 263129.3213828425,29
101409000,263100,263000,29, 263123.7908496732,29
101412000,263100,263000,29, 263122.555410691,29
101415000,263100,263000,29, 263122.51308900525,29
101418000,263000,262800,29, 263116.0256410256,29
101421000,263000,262800,29, 263129.07949790795,29
101424000,263000,262800,29, 263133.1848552339,29
101427000,263100,263000,29, 263140.5529953917,29
101430000,263100,263000,29, 263065.0,29
101433000,263100,263000,29, 263073.14814814815,29
101436000,263100,263000,29, 263073.63636363635,29
101439000,263100,263000,29, 263073.3031674208,29
101442000,263100,263000,29, 263080.09478672984,29
101445000,263100,263000,29, 263079.8076923077,29
101451000,263100,263000,28, 263078.7878787879,28
101454000,263100,263000,28, 263080.0,28
101457000,263100,263000,29, 263080.0,29
101500000,263100,263000,29, 263071.23287671234,29
101503000,263100,263000,29, 263057.6642335766,29
101506000,263100,263000,29, 263051.85185185185,29
101509000,263000,262900,29, 263043.70860927156,29
101512000,263000,262900,29, 263043.70860927156,29
101515000,263000,262900,29, 263042.38410596026,29
101518000,262900,262800,29, 263031.37254901964,29
101521000,262900,262800,29, 263031.37254901964,29
101524000,262900,262800,29, 263027.0833333333,29
101527000,263100,262900,29, 262998.2608695652,29
101530000,263100,262900,29, 262993.63636363635,29
101533000,263100,262900,29, 262991.74311926606,29
101536000,263100,262900,29, 262990.6862745098,29
101539000,262900,262800,29, 262981.1059907834,29
101542000,262900,262800,29, 262981.1059907834,29
101545000,262900,262800,29, 262978.7234042553,29
101548000,262900,262800,29, 262979.5698924731,29
101551000,262900,262800,29, 262979.00552486186,29
101554000,262900,262800,29, 262976.8361581921,29
101557000,262900,262800,29, 262976.70454545453,29
101600000,262900,262800,29, 262976.0,29
101603000,262900,262800,29, 262973.09941520466,29
101606000,262900,262800,29, 262972.9411764706,29
101609000,262900,262700,29, 262956.98924731184,29
101612000,262900,262700,29, 262955.4347826087,29
101615000,262900,262700,29, 262950.7936507936,29
101618000,262900,262700,30, 262950.5263157895,30
101621000,262900,262700,30, 262949.4736842105,30
101624000,262900,262800,30, 262948.4536082474,30
101627000,262900,262800,30, 262946.4285714286,30
101630000,262900,262800,30, 262946.192893401,30
101633000,262900,262800,30, 262945.641025641,30
101636000,262900,262800,30, 262938.63636363635,30
101639000,262900,262800,30, 262938.63636363635,30
101642000,262900,262800,30, 262938.41807909607,30
101645000,262900,262800,30, 262935.9375,30
101648000,262900,262800,30, 262934.5360824742,30
101651000,262900,262800,30, 262934.5360824742,30
101654000,262900,262800,30, 262873.2558139535,30
101657000,262900,262800,30, 262861.34453781514,30
101700000,262800,262700,30, 262861.41732283466,30
101703000,262800,262700,30, 262857.6,30
101706000,262700,262600,30, 262815.90909090906,30
101709000,262700,262600,30, 262812.5,30
101712000,262800,262700,30, 262811.4285714286,30
101715000,262800,262700,30, 262811.1111111111,30
101718000,262800,262700,30, 262808.6666666667,30
101721000,262800,262500,30, 262693.77289377287,30
101724000,262700,262500,30, 262693.77289377287,30
101727000,262700,262600,30, 262693.79562043794,30
101730000,262700,262500,30, 262692.41877256316,30
101733000,262700,262500,30, 262692.41877256316,30
101736000,262700,262500,30, 262685.3846153846,30
101742000,262700,262500,29, 262683.5294117647,29
101745000,262700,262500,29, 262682.7450980392,29
101748000,262700,262500,29, 262680.39215686277,29
101754000,262700,262500,28, 262673.4939759036,28
101757000,262700,262600,28, 262672.5806451613,28
101800000,262700,262600,28, 262672.8,28
101803000,262600,262500,28, 262671.4285714286,28
101806000,262600,262500,28, 262671.4285714286,28
101809000,262600,262500,28, 262663.46153846156,28
101812000,262600,262500,28, 262639.5061728395,28
101815000,262600,262500,28, 262627.0992366412,28
101818000,262500,262400,28, 262622.1402214022,28
101821000,262500,262400,28, 262620.1465201465,28
101824000,262500,262200,28, 262440.4011461318,28
101827000,262500,262200,28, 262429.32551319647,28
101830000,262500,262300,28, 262429.32551319647,28
101833000,262500,262300,28, 262405.11182108626,28
101836000,262500,262300,28, 262401.9292604501,28
101839000,262500,262300,28, 262398.71794871794,28
101842000,262500,262300,28, 262394.9367088608,28
101845000,262500,262400,28, 262388.424437299,28
101848000,262600,262500,28, 262295.54455445544,28
101851000,262600,262500,28, 262295.54455445544,28
101857000,262600,262500,27, 262311.76470588235,27
101900000,262600,262500,27, 262317.5438596491,27
101903000,262500,262400,27, 262320.6896551724,27
101906000,262500,262400,27, 262320.6896551724,27
101909000,262600,262500,28, 262325.94142259413,28
101912000,262600,262500,28, 262324.3697478992,28
101915000,262600,262500,28, 262322.0338983051,28
101918000,262600,262500,28, 262323.5294117647,28
101921000,262600,262500,29, 262324.2677824268,29
101924000,262600,262500,29, 262324.2677824268,29
101927000,262600,262500,29, 262321.0970464135,29
101930000,262600,262500,29, 262317.5213675214,29
101933000,262600,262500,29, 262317.5213675214,29
101936000,262600,262500,29, 262308.9285714286,29
101939000,262600,262500,29, 262308.0717488789,29
101942000,262600,262500,29, 262288.11881188117,29
101945000,262600,262500,29, 262280.41237113404,29
101948000,262600,262500,29, 262276.9633507853,29
101951000,262600,262500,29, 262501.2195121951,29
101954000,262600,262500,29, 262501.2195121951,29
101957000,262600,262500,29, 262501.1494252874,29
102000000,262600,262500,29, 262502.22222222225,29
102003000,262600,262500,29, 262505.4945054945,29
102006000,262700,262600,29, 262543.9393939394,29
102009000,262800,262700,29, 262570.6293706294,29
102012000,262800,262700,29, 262561.36363636365,29
102015000,262900,262800,29, 262567.58893280633,29
102018000,262900,262800,29, 262572.48062015505,29
102021000,262900,262800,29, 262579.1489361702,29
102024000,262900,262800,30, 262580.5084745763,30
102030000,262900,262700,29, 262618.5328185328,29
102033000,262800,262700,29, 262619.23076923075,29
102036000,262800,262700,29, 262623.92156862747,29
102039000,262800,262700,29, 262623.92156862747,29
102042000,262800,262700,29, 262624.21875,29
102045000,262800,262700,29, 262624.6031746032,29
102048000,262800,262700,29, 262625.69169960474,29
102051000,262800,262700,29, 262626.3779527559,29
