localid,direction,volume,price,matchamount,deltapos,matchtime,matchtype
-1,S,1111,113300,125876300,-1111,93100090,T
-3,S,1111,113100,125654100,-2222,93106090,T
-4,S,1111,113600,126209600,-3333,93209090,T
-5,S,1111,113800,126431800,-4444,93312090,T
-6,S,1111,113600,126209600,-5555,93415090,T
-7,S,1111,114000,126654000,-6666,93518090,T
-8,S,1111,113900,126542900,-7777,93621090,T
-9,S,1111,114000,126654000,-8888,93724090,T
-10,S,1111,113900,126542900,-9999,93918090,T
