localid,direction,volume,price,matchamount,deltapos,matchtime,matchtype
-1,S,1111,238200,264640200,-1111,93057090,T
-2,S,1111,239500,266084500,-2222,93106090,T
-3,S,1111,238900,265417900,-3333,93209090,T
-4,S,1111,237700,264084700,-4444,93312090,T
-5,S,1111,237400,263751400,-5555,93415090,T
-6,S,1111,237400,263751400,-6666,93518090,T
-7,S,1111,238200,264640200,-7777,93621090,T
-8,S,1111,240500,267195500,-8888,93724090,T
-9,S,1111,240700,267417700,-9999,93827090,T
