localid,direction,volume,price,matchamount,deltapos,matchtime,matchtype
-1,S,1111,531400,590385400,-1111,93057090,T
-2,S,1111,532000,591052000,-2222,93106090,T
-3,S,1111,533600,592829600,-3333,93209090,T
-4,S,1111,532700,591829700,-4444,93312090,T
-5,S,1111,532400,591496400,-5555,93415090,T
-6,S,1111,533400,592607400,-6666,93518090,T
-7,S,1111,532600,591718600,-7777,93621090,T
-8,S,1111,532700,591829700,-8888,93724090,T
-9,S,1111,533200,592385200,-9999,93827090,T
