localid,direction,volume,price,matchamount,deltapos,matchtime,matchtype
-1,S,1111,234700,260751700,-1111,93057090,T
-2,S,1111,234100,260085100,-2222,93106090,T
-3,S,1111,233700,259640700,-3333,93209090,T
-4,S,1111,233300,259196300,-4444,93312090,T
-5,S,1111,233700,259640700,-5555,93415090,T
-6,S,1111,233800,259751800,-6666,93518090,T
-7,S,1111,233500,259418500,-7777,93621090,T
-8,S,1111,233600,259529600,-8888,93724090,T
-9,S,1111,233300,259196300,-9999,93827090,T
