localid,direction,volume,price,matchamount,deltapos,matchtime,matchtype
-1,S,1111,137400,152651400,-1111,93058090,T
-3,S,1111,137200,152429200,-2222,93104090,T
-4,S,1111,136800,151984800,-3333,93207090,T
-5,S,1111,137000,152207000,-4444,93313090,T
-6,S,1111,137200,152429200,-5555,93416090,T
-7,S,1111,137400,152651400,-6666,93543090,T
-8,S,1111,137000,152207000,-7777,93622090,T
-9,S,1111,137000,152207000,-8888,93725090,T
-10,S,1111,137300,152540300,-9999,93828090,T
