localid,direction,volume,price,matchamount,deltapos,matchtime,matchtype
-1,S,1111,60900,67659900,-1111,93100090,T
-3,S,1111,60900,67659900,-2222,93106090,T
-4,S,1111,60700,67437700,-3333,93209090,T
-5,S,1111,60300,66993300,-4444,93312090,T
-6,S,1111,60300,66993300,-5555,93415090,T
-7,S,1111,60100,66771100,-6666,93518090,T
-8,S,1111,60000,66660000,-7777,93621090,T
-9,S,1111,60000,66660000,-8888,93724090,T
-10,S,1111,59900,66548900,-9999,93827090,T
