localid,direction,volume,price,matchamount,deltapos,matchtime,matchtype
-1,S,1111,82500,91657500,-1111,93057090,T
-2,S,1111,82500,91657500,-2222,93106090,T
-3,S,1111,82500,91657500,-3333,93209090,T
-4,S,1111,82100,91213100,-4444,93312090,T
-5,S,1111,82300,91435300,-5555,93415090,T
-6,S,1111,82200,91324200,-6666,93518090,T
-7,S,1111,82100,91213100,-7777,93621090,T
-8,S,1111,82500,91657500,-8888,93724090,T
-9,S,1111,82300,91435300,-9999,93827090,T
