localid,direction,volume,price,matchamount,deltapos,matchtime,matchtype
-1,S,1111,206500,229421500,-1111,93100090,T
-3,S,1111,206500,229421500,-2222,93106090,T
-4,S,1111,205100,227866100,-3333,93209090,T
-5,S,1111,205300,228088300,-4444,93312090,T
-6,S,1111,205400,228199400,-5555,93415090,T
-7,S,1111,205300,228088300,-6666,93518090,T
-8,S,1111,205500,228310500,-7777,93621090,T
-9,S,1111,204900,227643900,-8888,93724090,T
-10,S,1111,204500,227199500,-9999,93827090,T
