localid,direction,volume,price,matchamount,deltapos,matchtime,matchtype
-1,S,1111,166100,184537100,-1111,93100090,T
-3,S,1111,167300,185870300,-2222,93106090,T
-4,S,1111,168500,187203500,-3333,93209090,T
-5,S,1111,169600,188425600,-4444,93312090,T
-6,S,1111,170100,188981100,-5555,93415090,T
-7,S,1111,169600,188425600,-6666,93518090,T
-8,S,1111,170600,189536600,-7777,93621090,T
-9,S,1111,170800,189758800,-8888,93724090,T
-10,S,1111,171800,190869800,-9999,93827090,T
