localid,direction,volume,price,matchamount,deltapos,matchtime,matchtype
-1,S,1111,938900,1043117900,-1111,93058090,T
-3,S,1111,939800,1044117800,-2222,93104090,T
-4,S,1111,941400,1045895400,-3333,93207090,T
-5,S,1111,937700,1041784700,-4444,93313090,T
-6,S,1111,936000,1039896000,-5555,93416090,T
-7,S,1111,940500,1044895500,-6666,93519090,T
-8,S,1111,939600,1043895600,-7777,93622090,T
-9,S,1111,941500,1046006500,-8888,93725090,T
-10,S,1111,943000,1047673000,-9999,93828090,T
