localid,direction,volume,price,matchamount,deltapos,matchtime,matchtype
-1,S,1111,115500,128320500,-1111,93057090,T
-2,S,1111,115400,128209400,-2222,93106090,T
-3,S,1111,115300,128098300,-3333,93209090,T
-4,S,1111,115000,127765000,-4444,93312090,T
-5,S,1111,115000,127765000,-5555,93415090,T
-6,S,1111,114900,127653900,-6666,93518090,T
-7,S,1111,114600,127320600,-7777,93621090,T
-8,S,1111,114700,127431700,-8888,93724090,T
-9,S,1111,114600,127320600,-9999,93827090,T
