localid,direction,volume,price,matchamount,deltapos,matchtime,matchtype
-1,S,1111,131300,145874300,-1111,93057090,T
-2,S,1111,131000,145541000,-2222,93106090,T
-3,S,1111,132000,146652000,-3333,93209090,T
-4,S,1111,133300,148096300,-4444,93312090,T
-5,S,1111,133000,147763000,-5555,93415090,T
-6,S,1111,133600,148429600,-6666,93518090,T
-7,S,1111,133100,147874100,-7777,93621090,T
-8,S,1111,133200,147985200,-8888,93724090,T
-9,S,1111,132800,147540800,-9999,93827090,T
