localid,direction,volume,price,matchamount,deltapos,matchtime,matchtype
-1,S,1111,115200,127987200,-1111,93057090,T
-2,S,1111,114700,127431700,-2222,93106090,T
-3,S,1111,115300,128098300,-3333,93209090,T
-4,S,1111,116000,128876000,-4444,93312090,T
-5,S,1111,115900,128764900,-5555,93415090,T
-6,S,1111,116200,129098200,-6666,93518090,T
-7,S,1111,116000,128876000,-7777,93621090,T
-8,S,1111,116000,128876000,-8888,93724090,T
-9,S,1111,115700,128542700,-9999,93830090,T
