localid,direction,volume,price,matchamount,deltapos,matchtime,matchtype
-1,S,1111,30000,33330000,-1111,93057090,T
-2,S,1111,29900,33218900,-2222,93106090,T
-3,S,1111,29800,33107800,-3333,93209090,T
-4,S,1111,30000,33330000,-4444,93312090,T
-5,S,1111,30200,33552200,-5555,93415090,T
-6,S,1111,30200,33552200,-6666,93518090,T
-7,S,1111,30300,33663300,-7777,93621090,T
-8,S,1111,30400,33774400,-8888,93724090,T
-9,S,1111,30700,34107700,-9999,93827090,T
