localid,direction,volume,price,matchamount,deltapos,matchtime,matchtype
-1,S,1111,137800,153095800,-1111,93059090,T
-3,S,1111,137500,152762500,-2222,93105090,T
-4,S,1111,137700,152984700,-3333,93208090,T
-5,S,1111,138200,153540200,-4444,93311090,T
-6,S,1111,137500,152762500,-5555,93414090,T
-7,S,1111,138000,153318000,-6666,93517090,T
-8,S,1111,137900,153206900,-7777,93623090,T
-9,S,1111,138100,153429100,-8888,93726090,T
-10,S,1111,137800,153095800,-9999,93829090,T
