localid,direction,volume,price,matchamount,deltapos,matchtime,matchtype
-1,S,1111,587500,652712500,-1111,93057090,T
-2,S,1111,587900,653156900,-2222,93106090,T
-3,S,1111,588200,653490200,-3333,93209090,T
-4,S,1111,589700,655156700,-4444,93312090,T
-5,S,1111,588000,653268000,-5555,93415090,T
-6,S,1111,592300,658045300,-6666,93518090,T
-7,S,1111,591900,657600900,-7777,93621090,T
-8,S,1111,594500,660489500,-8888,93724090,T
-9,S,1111,595500,661600500,-9999,93827090,T
