localid,direction,volume,price,matchamount,deltapos,matchtime,matchtype
-1,S,1111,128700,142985700,-1111,93057090,T
-2,S,1111,128500,142763500,-2222,93106090,T
-3,S,1111,128200,142430200,-3333,93209090,T
-4,S,1111,128300,142541300,-4444,93312090,T
-5,S,1111,128300,142541300,-5555,93415090,T
-6,S,1111,128700,142985700,-6666,93518090,T
-7,S,1111,128500,142763500,-7777,93621090,T
-8,S,1111,128400,142652400,-8888,93724090,T
-9,S,1111,128400,142652400,-9999,93827090,T
