localid,direction,volume,price,matchamount,deltapos,matchtime,matchtype
-1,S,1111,87600,97323600,-1111,93057090,T
-2,S,1111,88000,97768000,-2222,93106090,T
-3,S,1111,88200,97990200,-3333,93209090,T
-4,S,1111,88100,97879100,-4444,93312090,T
-5,S,1111,88500,98323500,-5555,93415090,T
-6,S,1111,89100,98990100,-6666,93518090,T
-7,S,1111,89200,99101200,-7777,93621090,T
-8,S,1111,89300,99212300,-8888,93724090,T
-9,S,1111,88900,98767900,-9999,93827090,T
