localid,direction,volume,price,matchamount,deltapos,matchtime,matchtype
-1,S,1111,448000,497728000,-1111,93100090,T
-3,S,1111,449500,499394500,-2222,93106090,T
-4,S,1111,450400,500394400,-3333,93209090,T
-5,S,1111,450600,500616600,-4444,93312090,T
-6,S,1111,452600,502838600,-5555,93415090,T
-7,S,1111,454800,505282800,-6666,93518090,T
-8,S,1111,455400,505949400,-7777,93621090,T
-9,S,1111,455900,506504900,-8888,93724090,T
-10,S,1111,455100,505616100,-9999,93827090,T
