localid,direction,volume,price,matchamount,deltapos,matchtime,matchtype
-1,S,1111,78400,87102400,-1111,93100090,T
-3,S,1111,78400,87102400,-2222,93106090,T
-4,S,1111,78500,87213500,-3333,93209090,T
-5,S,1111,78900,87657900,-4444,93312090,T
-6,S,1111,78900,87657900,-5555,93415090,T
-7,S,1111,79000,87769000,-6666,93518090,T
-8,S,1111,78900,87657900,-7777,93621090,T
-9,S,1111,78900,87657900,-8888,93724090,T
-10,S,1111,79000,87769000,-9999,93827090,T
